uid,code,description
I8pAxaFHZO1,Y196,Y196 Poisoning by and exposure to other and unspecified chemicals and noxious substances undetermined intent industrial and construction area
AsN4X0BS5Ma,Y197,Y197 Poisoning by and exposure to other and unspecified chemicals and noxious substances undetermined intent farm
aX7moV7KD2j,Y198,Y198 Poisoning by and exposure to other and unspecified chemicals and noxious substances undetermined intent other specified places
kxhA00fzpHU,Y199,Y199 Poisoning by and exposure to other and unspecified chemicals and noxious substances undetermined intent unspecified place
R26UQp5mXJf,Y20,Y20 Hanging strangulation and suffocation undetermined intent
mp5KjWfDVMJ,Y200,Y200 Hanging strangulation and suffocation undetermined intent home
lifNOuY8RP7,Y201,Y201 Hanging strangulation and suffocation undetermined intent residential institution
nqUWWDkiio2,Y202,Y202 Hanging strangulation and suffocation undetermined intent school other institution and public administrative area
h9jCPtollgc,Y203,Y203 Hanging strangulation and suffocation undetermined intent sports and athletics area
iQAk0pNnkrf,Y204,Y204 Hanging strangulation and suffocation undetermined intent street and highway
l1SH7S2zw2b,Y205,Y205 Hanging strangulation and suffocation undetermined intent trade and service area
CeP450Vu1HR,Y206,Y206 Hanging strangulation and suffocation undetermined intent industrial and construction area
CcaOeaOhmIy,Y207,Y207 Hanging strangulation and suffocation undetermined intent farm
C2W3DI3dDMG,Y208,Y208 Hanging strangulation and suffocation undetermined intent other specified places
waIkNCu83kY,Y209,Y209 Hanging strangulation and suffocation undetermined intent unspecified place
Y0NAsZOq6kg,Y21,Y21 Drowning and submersion undetermined intent
z9gu17VsEpz,Y210,Y210 Drowning and submersion undetermined intent home
wFXJi2Iujqc,Y211,Y211 Drowning and submersion undetermined intent residential institution
gVMLzuw7B9t,Y212,Y212 Drowning and submersion undetermined intent school other institution and public administrative area
ukrjK5zvsGT,Y213,Y213 Drowning and submersion undetermined intent sports and athletics area
ZYdxLYlvM7M,Y214,Y214 Drowning and submersion undetermined intent street and highway
VRxxPvMujHR,Y215,Y215 Drowning and submersion undetermined intent trade and service area
b1fNJ5VHbIP,Y216,Y216 Drowning and submersion undetermined intent industrial and construction area
lOhMmJrXwg6,Y217,Y217 Drowning and submersion undetermined intent farm
B5vf2bg7cTR,Y218,Y218 Drowning and submersion undetermined intent other specified places
lexuXQ5viBz,Y219,Y219 Drowning and submersion undetermined intent unspecified place
p5BXyEuXNVA,Y22,Y22 Handgun discharge undetermined intent
IUuuzYgbxLx,Y220,Y220 Handgun discharge undetermined intent home
QuU5DLz5X8a,Y221,Y221 Handgun discharge undetermined intent residential institution
b4yPtlqXLuR,Y222,Y222 Handgun discharge undetermined intent school other institution and public administrative area
SKgzHHQMIpZ,Y223,Y223 Handgun discharge undetermined intent sports and athletics area
SAdXSsowmb3,Y224,Y224 Handgun discharge undetermined intent street and highway
gSio9DXgURA,Y225,Y225 Handgun discharge undetermined intent trade and service area
lCNWzGqmlCx,Y228,Y228 Handgun discharge undetermined intent other specified places
T6uBk8PRFDL,Y229,Y229 Handgun discharge undetermined intent unspecified place
FS4jyhfQXCD,Y23,Y23 Rifle shotgun and larger firearm discharge undetermined intent
aERF1ZknKRB,Y230,Y230 Rifle shotgun and larger firearm discharge undetermined intent home
DoMiMHqAaRS,Y231,Y231 Rifle shotgun and larger firearm discharge undetermined intent residential institution
YvvEl5xN6pe,Y232,Y232 Rifle shotgun and larger firearm discharge undetermined intent school other institution and public administrative area
qlKw3dwfW0f,Y233,Y233 Rifle shotgun and larger firearm discharge undetermined intent sports and athletics area
UTnYtw2eVzN,Y234,Y234 Rifle shotgun and larger firearm discharge undetermined intent street and highway
eugGAIayvoR,Y235,Y235 Rifle shotgun and larger firearm discharge undetermined intent trade and service area
qdv6SYNcWfY,Y236,Y236 Rifle shotgun and larger firearm discharge undetermined intent industrial and construction area
IkWStOZNtnd,Y237,Y237 Rifle shotgun and larger firearm discharge undetermined intent farm
lBDdy5j7ppK,Y24,Y24 Other and unspecified firearm discharge undetermined intent
kMAIUE1wXGH,Y240,Y240 Other and unspecified firearm discharge undetermined intent home
T350lksol5O,Y241,Y241 Other and unspecified firearm discharge undetermined intent residential institution
SWWgsvpItkV,Y242,Y242 Other and unspecified firearm discharge undetermined intent school other institution and public administrative area
PlboANKfEoF,Y243,Y243 Other and unspecified firearm discharge undetermined intent sports and athletics area
ORplkJ4y5Lm,Y244,Y244 Other and unspecified firearm discharge undetermined intent street and highway
MycexBNddBG,Y245,Y245 Other and unspecified firearm discharge undetermined intent trade and service area
zkZdKYsvVd0,Y246,Y246 Other and unspecified firearm discharge undetermined intent industrial and construction area
wC54gdyvvBy,Y247,Y247 Other and unspecified firearm discharge undetermined intent farm
WR9TqJ62Yo3,Y248,Y248 Other and unspecified firearm discharge undetermined intent other specified places
sgrMIjZVclS,Y249,Y249 Other and unspecified firearm discharge undetermined intent unspecified place
p0VMO1e6uT3,Y25,Y25 Contact with explosive material undetermined intent
HopZ1VTi8jY,Y250,Y250 Contact with explosive material undetermined intent home
xSFHplIOj9u,Y251,Y251 Contact with explosive material undetermined intent residential institution
CO8hOiZYP0J,Y252,Y252 Contact with explosive material undetermined intent school other institution and public administrative area
SYVTn2DDxEt,Y253,Y253 Contact with explosive material undetermined intent sports and athletics area
DgOEh6MIlCa,Y254,Y254 Contact with explosive material undetermined intent street and highway
o7vpS9qEq5T,Y255,Y255 Contact with explosive material undetermined intent trade and service area
gnvdGW5ySd4,Y256,Y256 Contact with explosive material undetermined intent industrial and construction area
PWujiQQV6vI,Y257,Y257 Contact with explosive material undetermined intent farm
Sv1jzHTs1Fg,Y258,Y258 Contact with explosive material undetermined intent other specified places
WDLhDEt4NGg,Y259,Y259 Contact with explosive material undetermined intent unspecified place
gk1JrTfKWVW,Y26,Y26 Exposure to smoke fire and flames undetermined intent
dgdP4y4pce5,Y260,Y260 Exposure to smoke fire and flames undetermined intent home
IL5LWb1hM08,Y261,Y261 Exposure to smoke fire and flames undetermined intent residential institution
EwomCrek4iT,Y262,Y262 Exposure to smoke fire and flames undetermined intent school other institution and public administrative area
TtlGSFoQxik,Y263,Y263 Exposure to smoke fire and flames undetermined intent sports and athletics area
L6FUw8qcPLu,Y264,Y264 Exposure to smoke fire and flames undetermined intent street and highway
lTqnPZFkSSm,Y265,Y265 Exposure to smoke fire and flames undetermined intent trade and service area
gVj2gOvt7gj,Y266,Y266 Exposure to smoke fire and flames undetermined intent industrial and construction area
jUaJHm24VX6,Y267,Y267 Exposure to smoke fire and flames undetermined intent farm
iieFEx1j31l,Y268,Y268 Exposure to smoke fire and flames undetermined intent other specified places
rXiUdHhn5Fr,Y269,Y269 Exposure to smoke fire and flames undetermined intent unspecified place
ozQvbOQclTS,Y27,Y27 Contact with steam hot vapours and hot objects undetermined intent
Ob8G2g2FiQS,Y270,Y270 Contact with steam hot vapours and hot objects undetermined intent home
CfpFZm9IYXh,Y271,Y271 Contact with steam hot vapours and hot objects undetermined intent residential institution
xIgUCFoIG94,Y272,Y272 Contact with steam hot vapours and hot objects undetermined intent school other institution and public administrative area
prNK2qqiOl4,Y273,Y273 Contact with steam hot vapours and hot objects undetermined intent sports and athletics area
Qhml1yMz9jk,Y274,Y274 Contact with steam hot vapours and hot objects undetermined intent street and highway
IGdZ4Mq747H,Y275,Y275 Contact with steam hot vapours and hot objects undetermined intent trade and service area
dMSvZn0CRf6,Y276,Y276 Contact with steam hot vapours and hot objects undetermined intent industrial and construction area
ONF2K1dlWkC,Y277,Y277 Contact with steam hot vapours and hot objects undetermined intent farm
vsUCGYo6FB5,Y278,Y278 Contact with steam hot vapours and hot objects undetermined intent other specified places
cAR9YAZhXVA,Y402,Y402 Chloramphenicol group
yKReiUoXo8Q,Y279,Y279 Contact with steam hot vapours and hot objects undetermined intent unspecified place
HYHQdDoPLau,Y28,Y28 Contact with sharp object undetermined intent
XhZqM2R3tph,Y280,Y280 Contact with sharp object undetermined intent home
dSipAedAyxL,Y480,Y480 Inhaled anaesthetics
OdhgXDixEWW,Y281,Y281 Contact with sharp object undetermined intent residential institution
ZNKoTCrY4PP,Y282,Y282 Contact with sharp object undetermined intent school other institution and public administrative area
oRU79VFfaBc,Y49,Y49 Psychotropic drugs NEC
wdisuLR3A8s,Y284,Y284 Contact with sharp object undetermined intent street and highway
pHqDzsljwCF,Y285,Y285 Contact with sharp object undetermined intent trade and service area
qK9dzBld1tO,Y286,Y286 Contact with sharp object undetermined intent industrial and construction area
d906wuxVDwn,Y287,Y287 Contact with sharp object undetermined intent farm
AB1JOgXwfwM,Y288,Y288 Contact with sharp object undetermined intent other specified places
LEYkwjQ1SYG,Y289,Y289 Contact with sharp object undetermined intent unspecified place
nFcCz5tcaOs,Y29,Y29 Contact with blunt object undetermined intent
I4Trn8xDI5j,Y290,Y290 Contact with blunt object undetermined intent home
P1pXsXRz1C8,Y291,Y291 Contact with blunt object undetermined intent residential institution
LhN6smMn2aj,Y292,Y292 Contact with blunt object undetermined intent school other institution and public administrative area
scB6eJ04Ia0,Y293,Y293 Contact with blunt object undetermined intent sports and athletics area
bCzMvUr2n8a,Y294,Y294 Contact with blunt object undetermined intent street and highway
HxC1Guud3uE,Y295,Y295 Contact with blunt object undetermined intent trade and service area
ZdZNJOjfwe5,Y296,Y296 Contact with blunt object undetermined intent industrial and construction area
CGOC9dx0yoT,Y297,Y297 Contact with blunt object undetermined intent farm
qPyz4Q0Qkc4,Y298,Y298 Contact with blunt object undetermined intent other specified places
A23Zm9nt9wY,Y299,Y299 Contact with blunt object undetermined intent unspecified place
dKHJyfvbAkN,Y30,Y30 Falling jumping or pushed from a high place undetermined intent
iL6F7JE05lE,Y300,Y300 Falling jumping or pushed from a high place undetermined intent home
ORkG9xuQSFh,Y301,Y301 Falling jumping or pushed from a high place undetermined intent residential institution
XvN7pQ8Bdlv,Y302,Y302 Falling jumping or pushed from a high place undetermined intent school other institution and public administrative area
dWkor35DXya,Y303,Y303 Falling jumping or pushed from a high place undetermined intent sports and athletics area
S3j2c79H55r,Y304,Y304 Falling jumping or pushed from a high place undetermined intent street and highway
ZQWlOZTW9gi,Y305,Y305 Falling jumping or pushed from a high place undetermined intent trade and service area
xfjbzwd0Wpb,Y306,Y306 Falling jumping or pushed from a high place undetermined intent industrial and construction area
QRCugL4Fu0H,Y307,Y307 Falling jumping or pushed from a high place undetermined intent farm
JDqKnTkIARW,Y308,Y308 Falling jumping or pushed from a high place undetermined intent other specified places
q6bHyETLX0L,Y309,Y309 Falling jumping or pushed from a high place undetermined intent unspecified place
bipISQB56DE,Y31,Y31 Falling lying or running before or into moving object undetermined intent
Um1R30pHbNq,Y310,Y310 Falling lying or running before or into moving object undetermined intent home
jsT0Tgs324a,Y311,Y311 Falling lying or running before or into moving object undetermined intent residential institution
Hhih4r1ZI19,Y312,Y312 Falling lying or running before or into moving object undetermined intent school other institution and public administrative area
elKilyW0yrY,Y313,Y313 Falling lying or running before or into moving object undetermined intent sports and athletics area
T1p1iI95d3d,Y314,Y314 Falling lying or running before or into moving object undetermined intent street and highway
adj7KBlEUdI,Y315,Y315 Falling lying or running before or into moving object undetermined intent trade and service area
Bubb4FO4APq,Y316,Y316 Falling lying or running before or into moving object undetermined intent industrial and construction area
rn2lwxh4W9x,Y317,Y317 Falling lying or running before or into moving object undetermined intent farm
e1xyDIMQOME,Y318,Y318 Falling lying or running before or into moving object undetermined intent other specified places
IKjDwE1UtlW,Y319,Y319 Falling lying or running before or into moving object undetermined intent unspecified place
O3d7BnMbHNV,Y32,Y32 Crashing of motor vehicle undetermined intent
